storm_date,storm_time,state_name,magnitude,fatality_count,length,width
2017-08-06,00:19:00,Oklahoma,2,0,6.9,1650
2008-05-10,16:42:00,Oklahoma,2,0,19,1740
2017-05-16,17:45:00,Oklahoma,1,0,0.75,150
2015-11-05,14:22:00,Oklahoma,0,0,2.5,300
1999-05-03,17:26:00,Oklahoma,5,36,37,4290
2017-10-21,19:36:00,Oklahoma,1,0,3.4,150
2017-05-18,14:29:00,Oklahoma,1,0,6.05,300
2006-04-24,18:30:00,Oklahoma,1,0,2.5,600
2013-07-23,23:06:00,Oklahoma,1,0,3.5,2550
1998-05-06,19:32:00,Oklahoma,0,0,0.3,90
2000-10-21,16:41:00,Oklahoma,0,0,4,90
2013-04-17,23:33:00,Oklahoma,1,0,1.9,540
2017-04-25,22:46:00,Oklahoma,1,0,10.2,1200
1999-06-01,17:50:00,Oklahoma,3,0,4.5,1050
2006-03-12,21:09:00,Oklahoma,3,0,29,1320
2007-05-07,02:15:00,Oklahoma,0,0,0.1,60
2017-05-18,21:41:00,Oklahoma,1,0,3.7,1050
1999-05-03,18:53:00,Oklahoma,2,0,7,660
1999-05-03,20:10:00,Oklahoma,4,1,15,2640
2007-05-31,19:06:00,Oklahoma,1,0,5.27,900
2007-05-07,01:32:00,Oklahoma,0,0,1.5,90
2017-04-28,21:36:00,Oklahoma,2,0,8.1,2250
2012-04-29,19:57:00,Oklahoma,1,0,1.3,660
2017-04-29,15:17:00,Oklahoma,1,0,7.3,1800
2001-10-09,16:08:00,Oklahoma,3,0,6,1500
2016-05-24,16:28:00,Oklahoma,1,0,8,2700
2017-05-18,20:13:00,Oklahoma,0,0,0.6,225
1997-05-25,16:00:00,Oklahoma,2,0,6,3960
2008-05-02,02:03:00,Oklahoma,1,0,9,1500
2002-04-17,23:27:00,Oklahoma,2,0,34,4500
1998-06-08,20:55:00,Oklahoma,2,0,0.5,150
2008-05-07,17:40:00,Oklahoma,0,0,4,600
2008-01-07,22:28:00,Oklahoma,0,0,1.8,1500
2001-04-11,03:45:00,Oklahoma,2,0,19,1500
2010-05-10,14:38:00,Oklahoma,3,0,47.66,4500
2003-04-19,16:57:00,Oklahoma,2,0,20,1320
1999-05-03,20:10:00,Oklahoma,1,0,1,300
2003-05-01,17:14:00,Oklahoma,1,0,0.5,225
2017-05-18,13:11:00,Oklahoma,0,0,1.2,225
2009-05-13,20:26:00,Oklahoma,2,0,7.29,750
2014-04-27,16:29:00,Oklahoma,2,1,11.37,975
2017-05-18,15:49:00,Oklahoma,1,0,9,600
2017-05-18,21:15:00,Oklahoma,1,0,3.8,1350
1998-10-04,14:25:00,Oklahoma,2,0,10,1320
2004-09-17,15:55:00,Virginia,2,0,15,600
2008-05-08,20:53:00,Virginia,2,0,3.42,450
2015-06-18,18:53:00,Virginia,0,0,5.56,300
2017-04-06,10:09:00,Virginia,1,0,3.71,600
2004-09-17,10:04:00,Virginia,2,0,8.8,1320
2001-09-24,13:49:00,Virginia,1,0,6,225
2017-05-05,03:40:00,Virginia,1,0,14.79,225
2011-04-16,17:10:00,Virginia,2,0,22.61,1200
2008-06-03,17:27:00,Virginia,0,0,1.62,180
2008-04-28,13:50:00,Virginia,1,0,2,150
2011-04-27,20:13:00,Virginia,1,0,3.9,300
2014-05-22,16:20:00,Virginia,0,0,1.38,300
1999-07-24,11:55:00,Virginia,1,0,18,0
1996-07-15,13:30:00,Virginia,2,0,0.5,90
2008-05-08,19:00:00,Virginia,1,0,0.84,180
2002-05-02,14:45:00,Virginia,0,0,1,300
2008-07-23,16:23:00,Virginia,0,0,1.25,90
2001-09-24,14:44:00,Virginia,1,0,14,300
2011-04-28,01:55:00,Virginia,1,0,2.63,450
2003-09-22,22:30:00,Virginia,1,0,0.3,90
1996-06-24,16:25:00,Virginia,0,0,1,210
2012-06-25,12:25:00,Virginia,0,0,1.53,600
2006-02-04,14:05:00,Virginia,1,0,2,600
2004-06-25,12:50:00,Virginia,1,0,0.3,90
2002-04-28,14:55:00,Virginia,2,0,4,225
2005-07-07,22:15:00,Virginia,1,0,0.5,225
2008-05-08,21:20:00,Virginia,1,0,0.68,150
2008-06-04,13:18:00,Virginia,0,0,0.45,300
2008-05-08,18:00:00,Virginia,1,0,0.93,225
2009-06-03,16:45:00,Virginia,1,0,1.67,1800
2008-06-04,17:15:00,Virginia,0,0,4,300
2008-04-28,13:40:00,Virginia,1,0,1,240
2010-10-26,22:14:00,Virginia,0,0,5.44,600
2016-02-24,13:31:00,Virginia,1,3,8.86,900
2016-02-24,14:27:00,Virginia,0,0,0.43,375
1996-06-10,06:22:00,Virginia,1,0,1.5,180
2012-03-02,19:50:00,Virginia,1,0,2.5,600
2017-10-23,15:53:00,Virginia,1,0,0.57,450
2000-07-14,18:09:00,Virginia,0,0,0.5,60
2016-02-24,19:25:00,Virginia,1,0,6.06,450
2004-09-08,14:18:00,Virginia,0,0,5.5,450
2017-05-05,04:50:00,Virginia,1,0,2.42,900
2004-09-08,15:40:00,Virginia,0,0,0.5,150
1998-04-01,18:00:00,Virginia,3,2,5,1200
1997-06-18,15:02:00,Virginia,0,0,0.3,69
1996-07-15,13:00:00,Virginia,1,0,0.1,75
2004-09-08,17:15:00,Virginia,0,0,0.5,150
2011-10-13,13:40:00,Virginia,1,0,0.88,300
2011-03-10,17:17:00,Virginia,1,0,4.41,225
2004-08-12,14:38:00,Virginia,1,0,1,1761
2008-04-20,14:43:00,Virginia,0,0,0.5,150
2009-07-17,09:02:00,Virginia,1,0,0.59,450
2012-06-01,17:02:00,Virginia,0,0,3,450
2017-10-23,16:33:00,Virginia,1,0,1.34,900
2008-06-03,18:40:00,Virginia,0,0,0.25,60
2015-06-18,19:28:00,Virginia,0,0,3.06,150
2015-06-20,18:12:00,Virginia,0,0,1.3,150
2011-04-27,20:46:00,Virginia,1,0,5.78,375
2011-09-05,20:03:00,Virginia,0,0,0.01,150
2015-06-27,13:35:00,Virginia,0,0,3.59,75
2008-04-28,12:48:00,Virginia,1,0,16,750
2014-07-03,23:15:00,Virginia,0,0,0.31,90
2006-05-11,15:35:00,Virginia,0,0,5,225
2004-06-11,14:12:00,Virginia,0,0,0.2,150
1996-06-24,14:40:00,Virginia,2,0,20,600
1996-06-10,07:45:00,Virginia,1,0,1.1,120
2011-08-27,09:30:00,Virginia,0,0,0.47,150
2011-04-16,12:20:00,Virginia,0,0,3.81,600
2011-04-27,20:04:00,Virginia,0,0,0.5,150
2004-09-17,15:28:00,Virginia,2,0,7,300
2011-04-28,08:15:00,Virginia,1,0,2.54,450
2008-04-28,14:05:00,Virginia,3,0,24,1200
2017-10-23,16:35:00,Virginia,1,0,1.74,900
2004-06-25,13:10:00,Virginia,0,0,0.3,90
2016-02-24,11:45:00,Virginia,1,0,1.4,2400
2015-08-04,18:20:00,Virginia,0,0,1.76,75
2017-04-06,11:09:00,Virginia,0,0,4.4,300
2006-02-04,14:08:00,Virginia,0,0,0.1,60
2011-04-16,16:20:00,Virginia,0,0,1.75,150
2016-02-24,17:34:00,Virginia,3,0,30.34,1500
2005-07-14,12:45:00,Virginia,0,0,0.2,75
2015-06-18,19:51:00,Virginia,0,0,3.82,150
2011-04-16,12:03:00,Virginia,0,0,1.31,300
2017-05-05,17:55:00,Virginia,0,0,4.91,225
2012-06-01,19:08:00,Virginia,0,0,0.73,225
2009-06-16,18:35:00,Virginia,0,0,0.1,60
2004-06-25,12:30:00,Virginia,1,0,0.3,90
2005-07-08,00:20:00,Virginia,1,0,1,240
2011-10-13,15:22:00,Virginia,0,0,2.71,225
2017-03-31,16:13:00,Virginia,2,0,8.86,1050
2014-07-10,13:35:00,Virginia,0,0,0.34,90
2012-06-30,18:11:00,Virginia,0,0,6.17,300
2004-09-17,14:50:00,Virginia,1,0,1,300
2016-02-24,14:28:00,Virginia,3,1,16.89,1200
2011-04-16,16:45:00,Virginia,3,2,46.89,2400
2017-05-05,04:40:00,Virginia,0,0,0.38,225
2003-09-22,21:00:00,Virginia,0,0,0.6,90
2004-09-17,14:24:00,Virginia,2,0,13,600
1999-09-29,16:31:00,Virginia,1,0,0.2,150
2011-04-27,17:25:00,Virginia,1,0,2.1,300
2017-05-05,04:13:00,Virginia,0,0,1.01,225
2008-04-20,16:28:00,Virginia,0,0,0.2,75
2011-04-27,16:55:00,Virginia,1,0,5.54,300
2011-04-16,14:37:00,Virginia,1,0,7.01,1200
1997-06-18,14:42:00,Virginia,0,0,3,90
1997-07-24,11:15:00,Virginia,1,0,2,150
2001-09-24,13:03:00,Virginia,4,0,10,225
2017-05-05,05:09:00,Virginia,1,0,2.31,450
2004-09-08,15:05:00,Virginia,0,0,0.3,300
2016-02-24,19:35:00,Virginia,1,0,4.01,450
2011-04-28,01:45:00,Virginia,0,0,4.28,525
2012-07-14,11:08:00,Virginia,0,0,0.58,300
2011-04-28,00:12:00,Virginia,2,0,33.51,1200
2011-04-16,17:12:00,Virginia,0,0,4.08,150
2002-04-28,17:35:00,Virginia,1,0,6,450
1997-06-18,15:18:00,Virginia,0,0,4,90
2016-02-24,15:48:00,Virginia,1,0,5,450
2011-04-08,17:42:00,Virginia,1,0,3.14,1440
2004-09-17,15:42:00,Virginia,0,0,1,150
1999-09-04,11:21:00,Virginia,2,0,1,900
2017-10-24,01:00:00,Virginia,0,0,0.38,225
2004-09-17,15:36:00,Virginia,1,0,0.5,225
1998-02-17,20:15:00,Virginia,1,0,8,900
2001-05-27,11:25:00,Virginia,1,0,5.5,300
2005-08-30,18:17:00,Virginia,1,0,5,900
2008-04-28,14:18:00,Virginia,1,0,0.3,90
2002-04-28,14:31:00,Virginia,1,0,0.5,300
2010-10-27,15:00:00,Virginia,1,0,11.36,600
2011-04-27,18:55:00,Virginia,1,0,0.24,300
1999-09-29,16:34:00,Virginia,1,0,1,150
2008-04-28,14:40:00,Virginia,1,0,3,150
2017-05-05,02:04:00,Virginia,0,0,0.3,300
2008-09-26,12:00:00,Virginia,0,0,0.1,60
2000-05-19,12:34:00,Virginia,1,0,11,150
2017-08-07,12:51:00,Virginia,0,0,2.09,150
2011-04-27,23:01:00,Virginia,3,3,19.63,3960
2016-02-24,15:10:00,Virginia,0,0,4.42,1050
2010-03-28,20:02:00,Virginia,0,0,0.23,300
2004-09-17,15:40:00,Virginia,0,0,1,150
2011-04-08,17:35:00,Virginia,2,0,1.9,1200
2009-07-17,08:48:00,Virginia,1,0,0.52,225
2014-05-22,15:45:00,Virginia,0,0,0.69,75
2017-03-31,15:33:00,Virginia,1,0,12.32,300
2009-03-26,22:28:00,Louisiana,0,0,0.2,450
2008-02-17,04:25:00,Louisiana,0,0,0.1,45
2009-12-24,08:00:00,Louisiana,0,0,0.56,75
2000-04-23,18:05:00,Louisiana,1,0,8,450
2008-05-15,05:15:00,Louisiana,2,0,7.6,600
2017-04-02,16:09:00,Louisiana,2,0,5.83,1848
2017-01-21,17:56:00,Louisiana,2,0,2.04,900
2017-01-02,11:06:00,Louisiana,1,0,0.54,150
2017-01-02,10:30:00,Louisiana,1,0,2.74,300
2013-01-10,07:35:00,Louisiana,0,0,0.3,300
2005-04-06,09:22:00,Louisiana,1,0,13,120
2014-10-13,10:16:00,Louisiana,2,0,9.05,900
2009-07-30,10:15:00,Louisiana,0,0,0.96,225
2008-09-03,16:22:00,Louisiana,1,0,0.58,150
2015-04-19,00:55:00,Louisiana,1,0,1.43,150
2017-08-26,11:22:00,Louisiana,0,0,1.66,75
2007-12-26,15:12:00,Louisiana,0,0,0.2,75
1996-11-30,12:35:00,Louisiana,1,0,1.9,450
2000-04-23,17:46:00,Louisiana,2,0,8.5,450
2017-03-24,22:49:00,Louisiana,1,0,1.23,1050
2008-02-12,13:02:00,Louisiana,0,0,0.26,30
2010-11-25,23:13:00,Louisiana,1,0,2.37,300
2017-08-27,13:15:00,Louisiana,0,0,0.21,75
2017-01-02,10:30:00,Louisiana,1,0,4.64,300
2017-03-29,19:11:00,Louisiana,2,0,3.57,300
2017-04-02,15:12:00,Louisiana,1,0,4.43,3324
2006-04-07,14:35:00,Louisiana,0,0,6.8,750
2012-01-25,19:58:00,Louisiana,0,0,0.15,30
2012-03-11,22:02:00,Louisiana,1,0,1.62,60
2008-05-15,05:12:00,Louisiana,0,0,0.27,75
2017-08-28,03:39:00,Louisiana,0,0,0.28,75
2017-04-29,13:24:00,Louisiana,1,0,1.96,870
2009-04-09,22:33:00,Louisiana,1,0,4.4,450
2009-05-16,20:20:00,Louisiana,0,0,0.55,90
1997-11-21,14:18:00,Louisiana,1,0,1,150
2000-04-23,20:50:00,Louisiana,2,0,2.3,450
2008-09-03,01:57:00,Louisiana,2,2,7.06,150
2000-04-02,17:40:00,Louisiana,1,0,15,60
2017-04-02,14:07:00,Louisiana,1,0,9.83,1110
2007-03-27,13:35:00,Louisiana,1,0,8,225
1999-05-04,16:28:00,Louisiana,2,0,10,750
2017-04-02,14:05:00,Louisiana,1,0,5.41,1500
2004-05-12,18:22:00,Louisiana,0,0,0.3,75
2000-11-06,13:55:00,Louisiana,1,0,1,90
2006-12-30,06:43:00,Louisiana,1,0,2.39,300
2012-02-18,08:52:00,Louisiana,0,0,2.45,60
2006-02-02,02:34:00,Louisiana,1,0,3.5,450
2017-01-21,19:00:00,Louisiana,1,0,2.23,450
1999-01-02,01:50:00,Louisiana,1,0,2.5,150
2010-11-25,23:30:00,Louisiana,1,0,4.99,150
2001-10-13,08:00:00,Louisiana,1,0,0.5,30
2015-10-31,05:41:00,Louisiana,1,0,2.07,420
2006-11-15,02:50:00,Louisiana,2,0,22.2,1320
2009-04-18,20:10:00,Louisiana,0,0,5.33,300
2009-04-18,18:15:00,Louisiana,0,0,0.01,30
1997-01-24,06:05:00,Louisiana,1,0,4,30
2013-01-12,23:30:00,Louisiana,1,0,7.06,900
2004-11-02,09:05:00,Louisiana,0,0,0.1,60
2012-03-20,20:28:00,Louisiana,0,0,1.04,150
1999-01-02,05:40:00,Louisiana,1,0,2,300
2009-10-29,17:04:00,Louisiana,0,0,0.47,225
2014-12-23,13:19:00,Louisiana,2,0,4.62,450
2011-04-26,21:45:00,Louisiana,1,0,12.03,1320
2017-01-02,11:47:00,Louisiana,1,0,2.84,600
1999-01-21,19:15:00,Louisiana,1,0,27,600
2009-12-24,07:59:00,Louisiana,0,0,0.26,30
2002-10-29,00:53:00,Louisiana,1,0,2,60
2013-10-31,09:00:00,Louisiana,1,0,7.89,450
2000-04-23,16:40:00,Louisiana,3,0,32.5,1500
2017-01-02,10:17:00,Louisiana,1,0,1.2,150
2017-01-21,20:29:00,Louisiana,0,0,0.16,300
2011-03-05,12:20:00,Louisiana,1,0,0.3,120
2017-04-02,08:04:00,Louisiana,1,0,0.06,30
2009-10-15,11:44:00,Louisiana,0,0,0.75,225
2008-02-12,13:45:00,Louisiana,1,1,0.77,60
2009-05-04,04:59:00,Louisiana,1,0,0.62,150
2016-04-30,10:25:00,Louisiana,1,0,0.47,150
1999-04-03,16:58:00,Louisiana,3,0,8.5,600
2008-09-03,03:37:00,Louisiana,1,0,1.8,150
2004-11-23,20:05:00,Louisiana,3,1,15,900
2001-10-13,07:45:00,Louisiana,1,0,0.5,30
2008-12-09,11:16:00,Louisiana,1,0,3.48,75
2016-02-15,10:22:00,Louisiana,0,0,0.32,60
2007-09-13,03:20:00,Louisiana,1,0,0.25,75
2017-04-02,13:50:00,Louisiana,2,0,6.11,2400
2017-01-21,21:04:00,Louisiana,1,0,8.87,900
2009-04-02,11:13:00,Louisiana,0,0,0.2,75
2017-04-30,03:44:00,Louisiana,1,0,5.71,150
1997-11-21,10:50:00,Louisiana,1,0,3,600
2017-04-02,08:47:00,Louisiana,1,2,0.8,60
2017-04-02,15:17:00,Louisiana,1,0,13.19,3696
2006-10-12,15:30:00,Louisiana,0,0,0.1,30
2012-03-21,04:53:00,Louisiana,0,0,0.9,60
2009-03-31,07:31:00,Louisiana,1,0,8.26,600
2017-04-30,03:20:00,Louisiana,1,0,0.63,285
2017-12-20,01:59:00,Louisiana,1,0,3.05,1800
2009-12-24,07:40:00,Louisiana,0,0,2.08,75
2004-11-24,00:30:00,Louisiana,2,0,4,150
2017-01-21,20:48:00,Louisiana,0,0,0.62,150
2000-04-23,19:30:00,Louisiana,1,0,2.5,90
2016-02-23,14:37:00,Louisiana,1,0,2.62,150
2003-02-15,12:00:00,Louisiana,1,0,0.5,30
2013-05-10,00:45:00,Louisiana,0,0,0.89,225
2008-02-17,03:55:00,Louisiana,1,0,2.04,45
1999-01-08,16:00:00,Louisiana,0,0,1,150
2015-06-18,05:38:00,Louisiana,1,0,3.49,570
2009-12-24,07:53:00,Louisiana,0,0,0.72,75
2014-04-04,07:11:00,Louisiana,0,0,0.81,150
1999-01-02,07:00:00,Louisiana,1,0,1,150
1999-01-21,21:45:00,Louisiana,3,0,22,0
2012-03-11,18:57:00,Louisiana,0,0,2.6,300
1997-10-24,00:05:00,Louisiana,1,0,3,30
2004-11-01,22:30:00,Louisiana,0,0,1,30
1999-01-21,22:30:00,Louisiana,1,0,16,150
2008-05-15,05:55:00,Louisiana,1,0,3.79,150
2006-01-13,04:20:00,Louisiana,1,0,2,300
2012-03-21,04:59:00,Louisiana,1,0,1.18,60
2017-04-02,13:53:00,Louisiana,2,0,5.55,4908
2017-08-29,16:09:00,Louisiana,2,0,2.18,525
2017-01-02,11:44:00,Louisiana,1,0,1.64,600
2017-03-24,22:00:00,Louisiana,1,0,8.51,7392
2009-03-26,00:58:00,Louisiana,1,0,0.75,150
2008-01-10,13:10:00,Louisiana,1,0,0.25,90
2017-12-20,01:02:00,Louisiana,1,0,0.95,330
2002-10-09,13:02:00,Louisiana,1,0,0.5,150
2012-03-21,03:40:00,Louisiana,2,0,4.16,60
2005-04-05,23:15:00,Louisiana,1,0,3,900
2008-02-05,23:17:00,Louisiana,0,0,1.47,150
2009-12-24,07:58:00,Louisiana,0,0,1.51,75
2003-03-18,17:20:00,Louisiana,0,0,1,30
2017-03-24,21:35:00,Louisiana,1,0,1.46,330
2006-10-16,08:30:00,Louisiana,0,0,0.1,30
2017-01-02,10:06:00,Louisiana,1,0,0.3,60
2010-04-24,10:09:00,Louisiana,4,10,148.97,9240
2011-05-26,15:40:00,Louisiana,3,0,6.06,450
2017-04-02,15:49:00,Louisiana,1,0,3.78,2640
2017-04-02,13:32:00,Louisiana,1,0,7.29,150
2005-09-24,23:44:00,Louisiana,3,0,14,300
2008-03-30,14:06:00,Louisiana,0,0,1.5,300
2011-03-09,06:52:00,Louisiana,2,0,1.86,750
1999-04-03,15:52:00,Louisiana,4,7,19.3,600
2008-04-04,09:08:00,Louisiana,1,0,5.79,1200
1999-01-22,01:50:00,Louisiana,1,0,21,120
2009-03-26,22:12:00,Louisiana,1,0,1.75,150
1997-11-21,13:35:00,Louisiana,2,0,9,600
1998-09-11,09:55:00,Louisiana,1,0,1,90
2017-04-02,15:22:00,Louisiana,2,0,13.77,2640
2000-11-08,13:58:00,Louisiana,2,0,25,1500
2008-03-30,16:31:00,Louisiana,0,0,0.82,150
2001-03-12,07:20:00,Louisiana,0,0,0.2,60
2017-04-02,15:48:00,Louisiana,1,0,3.69,900
2001-11-26,16:55:00,Louisiana,1,0,17,120
2008-02-17,01:30:00,Louisiana,1,0,5.6,375
2017-04-02,15:18:00,Louisiana,2,0,1.09,1320
2011-04-26,23:03:00,Louisiana,2,0,10.99,2640
2003-11-26,21:50:00,Louisiana,2,0,18,300
2009-12-15,05:20:00,Louisiana,0,0,0.2,60
2003-04-24,15:15:00,Louisiana,2,0,11,225
2004-06-27,09:00:00,Louisiana,1,0,5,90
2017-01-02,11:30:00,Louisiana,0,0,0.54,75
2002-10-29,04:45:00,Louisiana,1,0,7,300
2017-12-20,02:17:00,Louisiana,1,0,4.7,1800
2017-04-02,14:52:00,Louisiana,2,0,13.66,6756
2005-06-09,05:33:00,Louisiana,1,0,0.2,90
2010-06-04,04:47:00,Louisiana,0,0,1.03,75
2011-11-08,16:53:00,Louisiana,2,0,9.59,600
2007-01-04,15:45:00,Louisiana,1,2,15.07,300
2000-04-23,18:16:00,Louisiana,2,0,4.3,600
2008-04-11,14:27:00,Louisiana,0,0,8.39,150
2008-04-11,14:40:00,Louisiana,0,0,4.14,150
2006-12-21,09:00:00,Louisiana,0,0,0.2,60
2006-05-10,15:35:00,Louisiana,0,0,2,150
2002-10-29,02:45:00,Louisiana,2,2,10.5,150
2007-05-03,15:51:00,Louisiana,1,0,0.5,150
1999-01-02,04:57:00,Louisiana,1,0,4,600
2012-12-25,13:19:00,Louisiana,1,0,2.55,900
2017-01-21,17:12:00,Louisiana,2,0,10.79,2970
2007-06-18,23:34:00,Louisiana,1,0,1.8,1200
2000-03-15,13:57:00,Louisiana,2,0,3,120
2017-05-11,19:15:00,Louisiana,1,0,2.32,645
2012-07-13,14:10:00,Louisiana,0,0,0.17,90
2011-03-08,21:30:00,Louisiana,0,0,2.71,75
2017-03-24,22:54:00,Louisiana,1,0,6.9,300
2005-04-06,06:40:00,Louisiana,0,0,0.2,60
2017-01-21,19:51:00,Louisiana,0,0,1.24,450
2017-04-30,02:07:00,Louisiana,1,0,6.87,5280
1999-04-03,17:13:00,Louisiana,3,0,14.5,1800
2011-04-04,13:58:00,Louisiana,2,0,12.57,1320
2017-04-02,16:41:00,Louisiana,0,0,1.4,300
2017-01-21,17:55:00,Louisiana,1,0,3.5,1050
2010-11-03,16:00:00,Louisiana,0,0,0.25,150
2017-01-02,11:31:00,Louisiana,1,0,1.4,300
2012-12-25,12:43:00,Louisiana,0,0,2.19,600
2016-03-24,12:45:00,Louisiana,1,0,0.14,30
2013-10-31,10:21:00,Louisiana,0,0,0.49,225
2011-03-05,12:27:00,Louisiana,0,0,0.25,90
2017-03-24,21:05:00,Louisiana,1,0,2.07,660
2016-08-12,08:44:00,Louisiana,0,0,0.34,75
1998-04-08,06:43:00,Louisiana,1,0,0.2,1200
2013-02-21,17:12:00,Louisiana,1,0,2.95,225
2017-04-02,15:57:00,Louisiana,1,0,0.99,1800
2011-03-05,09:51:00,Louisiana,2,1,6.99,750
2001-11-24,00:40:00,Louisiana,3,3,30,2640
2009-03-27,15:10:00,Louisiana,0,0,2.56,75
2014-04-28,02:09:00,Louisiana,2,0,5.06,1650
2017-05-12,08:01:00,Louisiana,0,0,0.14,120
2011-04-04,14:43:00,Louisiana,2,0,28.01,2640
2008-09-02,13:32:00,Louisiana,0,0,0.2,60
2007-02-24,19:13:00,Louisiana,2,0,17.33,1500
1999-01-02,06:43:00,Louisiana,1,0,1,150
2010-11-29,15:12:00,Louisiana,4,0,13.96,1200
1978-12-03,01:50:00,Louisiana,4,2,6.2,1200
2009-03-27,00:30:00,Louisiana,1,0,0.3,450
2008-09-02,16:40:00,Louisiana,0,0,1.62,75
2008-12-09,12:15:00,Louisiana,2,0,18.08,900
2007-02-13,00:36:00,Louisiana,2,0,4.31,900
1996-11-24,20:45:00,Louisiana,1,0,0.3,90
2002-03-31,10:40:00,Louisiana,1,0,0.5,90
2017-04-30,06:13:00,Louisiana,1,0,9.24,1320
2017-05-12,03:06:00,Louisiana,1,0,3.04,801
2008-09-02,21:25:00,Louisiana,1,0,5.76,225
2005-09-24,18:56:00,Louisiana,0,0,2,225
2000-04-23,16:40:00,Louisiana,2,0,37.2,2100
2017-01-02,11:51:00,Louisiana,1,0,1.05,600
2007-05-03,15:47:00,Louisiana,1,0,2,225
2011-02-24,19:25:00,Louisiana,1,0,6.5,225
2007-10-17,16:55:00,Louisiana,1,0,0.2,75
2017-09-19,18:50:00,Minnesota,1,0,4.57,300
1999-08-09,17:37:00,Minnesota,1,0,9,150
2000-08-07,19:50:00,Minnesota,1,0,2,600
2008-06-11,18:20:00,Minnesota,1,0,0.58,75
2012-04-21,11:35:00,Minnesota,0,0,0.5,120
2011-05-22,15:05:00,Minnesota,2,0,13.79,450
2001-06-13,19:46:00,Minnesota,1,0,2,300
1998-03-29,17:48:00,Minnesota,2,0,17,5280
2001-08-08,21:05:00,Minnesota,1,0,0.5,150
1997-09-18,17:15:00,Minnesota,3,1,17,2400
2013-07-22,00:50:00,Minnesota,2,0,21.09,1200
2017-05-17,15:29:00,Minnesota,0,0,0.79,90
1998-03-29,15:50:00,Minnesota,4,1,73.5,4500
2001-05-09,19:00:00,Minnesota,2,0,12,150
2009-08-19,13:16:00,Minnesota,1,0,1.61,150
2008-06-06,08:14:00,Minnesota,2,0,14.11,1350
2010-08-12,17:05:00,Minnesota,0,0,0.36,75
2008-06-12,19:44:00,Minnesota,1,0,8.49,300
2010-08-13,02:04:00,Minnesota,1,0,1.52,375
2006-07-27,17:57:00,Minnesota,0,0,2.5,75
2017-07-19,16:25:00,Minnesota,1,0,2.03,90
2012-03-19,17:25:00,Minnesota,0,0,6.54,300
2017-06-28,18:07:00,Minnesota,0,0,0.48,75
2009-08-19,14:25:00,Minnesota,0,0,0.73,120
2017-06-10,01:10:00,Minnesota,1,0,0.6,450
2008-05-25,15:35:00,Minnesota,1,0,6,300
2001-06-13,17:53:00,Minnesota,3,0,12,300
2016-09-07,21:28:00,Minnesota,1,0,7.28,300
2017-08-18,18:26:00,Minnesota,1,0,3.03,300
2015-07-18,01:02:00,Minnesota,0,0,0.01,75
2014-09-19,17:19:00,Minnesota,2,0,10,1500
2002-06-25,19:10:00,Minnesota,1,0,5.5,300
2010-06-17,19:44:00,Minnesota,2,0,7.82,1200
2017-07-11,18:07:00,Minnesota,1,0,10,750
2016-06-03,16:08:00,Minnesota,0,0,2.31,150
2008-06-06,08:55:00,Minnesota,1,0,2.42,450
2014-09-04,04:42:00,Minnesota,1,0,2,750
2016-07-05,13:54:00,Minnesota,0,0,1.27,75
2017-05-17,18:35:00,Minnesota,0,0,0.26,90
2011-07-05,16:45:00,Minnesota,0,0,0.47,75
2010-07-14,13:32:00,Minnesota,0,0,0.02,30
2004-09-05,16:15:00,Minnesota,0,0,2,150
2017-07-11,19:42:00,Minnesota,2,0,12.81,1500
2008-06-12,18:14:00,Minnesota,1,0,1.5,150
2008-06-11,16:46:00,Minnesota,1,0,3.82,300
1997-08-23,20:06:00,Minnesota,0,0,0.5,240
2017-07-19,16:07:00,Minnesota,1,0,0.77,75
2015-07-12,17:38:00,Minnesota,2,0,12.09,1200
2002-09-09,23:11:00,Minnesota,1,0,1.1,225
2017-06-28,17:42:00,Minnesota,0,0,0.42,75
2017-07-19,13:02:00,Minnesota,0,0,1.54,150
1998-03-29,15:23:00,Minnesota,2,0,0.1,240
2000-07-25,16:57:00,Minnesota,4,1,9,480
2010-06-17,20:03:00,Minnesota,1,0,2.38,450
2014-03-31,14:50:00,Minnesota,0,0,10.67,300
2016-05-25,14:10:00,Minnesota,0,0,0.16,75
2017-07-21,14:45:00,Minnesota,1,0,2.81,600
2017-09-19,23:28:00,Minnesota,1,0,12.59,1650
2017-09-19,23:32:00,Minnesota,1,0,9.2,2640
2012-06-10,19:15:00,Minnesota,0,0,2.22,150
2016-07-05,19:28:00,Minnesota,1,0,0.09,150
2016-05-25,17:09:00,Minnesota,0,0,3.3,75
2006-08-05,18:02:00,Minnesota,3,0,4,1500
2011-05-30,21:35:00,Minnesota,1,0,6,900
2010-06-17,16:30:00,Minnesota,0,0,14.76,600
2006-09-16,20:52:00,Minnesota,2,1,8,300
1996-10-26,16:10:00,Minnesota,2,0,17,225
2011-07-01,15:31:00,Minnesota,1,0,19.75,900
2004-07-12,22:30:00,Minnesota,1,0,14,150
2008-05-25,15:55:00,Minnesota,3,1,5.96,660
1998-05-15,15:40:00,Minnesota,1,1,9,90
2006-08-24,16:30:00,Minnesota,3,1,33,2640
2017-06-11,06:31:00,Minnesota,1,0,1.63,900
1998-03-29,18:16:00,Minnesota,2,0,5,1320
2010-08-07,18:35:00,Minnesota,1,0,20.99,300
